sample	AMIKACIN	AMINOGLYCOSIDE	APRAMYCIN	AZITHROMYCIN	BETA-LACTAM	BLEOMYCIN	CEFTAROLINE	CEPHALOSPORIN	CHLORAMPHENICOL	CLARITHROMYCIN	CLINDAMYCIN	DAPTOMYCIN	ERYTHROMYCIN	FLORFENICOL	FOSFOMYCIN	FUSIDIC ACID	FUSIDIC_ACID	GENTAMICIN	KANAMYCIN	LINCOMYCIN	LINCOSAMIDE	LINEZOLID	METHICILLIN	MUPIROCIN	PRISTINAMYCIN	QUATERNARY AMMONIUM	QUINOLONE	RIFAMPIN	SPECTINOMYCIN	SPIRAMYCIN	STREPTOGRAMIN	STREPTOGRAMIN B	STREPTOMYCIN	STREPTOTHRICIN	SULFONAMIDE	TELITHROMYCIN	TETRACYCLINE	TOBRAMYCIN	TRIMETHOPRIM	TYLOSIN
SRR23266993	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267004	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267005	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23267006	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23267013	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267015	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267016	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267023	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267028	S	S	S	R	S	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23267029	S	S	S	R	S	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23267033	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	S	S	R	R	S	S	S
SRR23267035	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267036	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267037	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267039	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267041	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	R	S	S	S
SRR23267042	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	R	S	S	S
SRR23267043	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	R	S	S	S
SRR23267046	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	R	S	S	S
SRR23267055	S	S	S	S	S	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	S	R
SRR23267056	S	S	S	S	S	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	R	S	S	R
SRR23267057	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267058	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267059	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267060	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267061	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267062	S	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	R
SRR23267063	S	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	R
SRR23267064	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23267065	S	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	R
SRR23267066	S	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	R
SRR23267067	S	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	R
SRR23267068	S	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	R
SRR23267070	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267072	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267073	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267074	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267075	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267076	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267077	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267078	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267079	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267080	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267081	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267082	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267083	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267084	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267089	S	S	S	R	S	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23267090	S	S	S	R	S	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23267091	S	S	S	R	S	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23267092	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	S	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23267093	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	S	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23267094	S	S	S	R	S	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23267105	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267106	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267107	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267108	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267110	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267111	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267112	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267113	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267114	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267116	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	R	R	S	S	R	S	S	S	S	R	S	S	S	S	R	S	S	S
SRR23267117	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267118	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	R	R	S	S	R	S	S	S	S	R	S	S	S	S	R	S	S	S
SRR23267120	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	S	S	S
SRR23267121	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267122	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267123	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267124	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267125	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267126	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267127	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267128	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267129	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267130	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267131	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267132	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267133	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267134	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267135	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267136	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267137	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267138	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267139	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267151	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267157	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267158	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267159	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267160	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267161	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267162	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267163	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267164	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267165	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267166	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267168	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267169	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267170	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267171	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267174	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267185	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267186	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267187	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	S	S	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23267190	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267191	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267192	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	R	S	S	S
SRR23267193	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267194	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267195	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267202	S	S	S	R	S	R	S	S	S	R	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	R	S	R	S	S	S	S	S	S	R	R	R	S	S
SRR23267203	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	R	S	S	R	S	S	R	S	R	S	S	S	R	R	S	S	S
SRR23267204	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	R	S	S	S
SRR23267205	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267206	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267207	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267208	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267209	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267210	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267211	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267212	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267213	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267214	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267215	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267216	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267217	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267218	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267219	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267220	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267221	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267222	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267223	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267224	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267225	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267226	R	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	R	S	R	R	R	S	R	R	S	S	S
SRR23267227	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267228	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267230	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267231	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267232	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267233	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267234	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267235	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267236	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267237	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	R
SRR23267238	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	R
SRR23267239	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	R
SRR23267240	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	R
SRR23267241	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267242	S	S	S	S	R	S	S	S	S	S	S	S	R	S	R	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	R	S	S	R
SRR23267243	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267244	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267245	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267246	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
SRR23267247	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S
