curve_id	strain_id	nitrogen_source_pm3	r	auc_l
146083_B_C03	146083	D-Alanine	0.242944320167127	2298.7238988992
146083_B_C04	146083	D-Asparagine	0.345205709234488	3481.01766109491
146083_B_C05	146083	D-Aspartic_Acid	0.297658602456499	2630.0821832913
146083_B_C06	146083	D-Glutamic_Acid	0.230828360363398	3058.62355002711
146083_B_C07	146083	D-Lysine	0.183075981940302	2003.52666409832
146083_B_C08	146083	D-Serine	0.267618290020069	3022.01639072427
146083_B_C09	146083	D-Valine	0.339024407760836	4632.73268493238
146083_B_C10	146083	L-Citrulline	0.363557529613949	3526.4372636606
146083_B_C11	146083	L-Homoserine	0.250288615752641	2448.57573675756
146083_B_C12	146083	L-Ornithine	0.232067717344953	2294.31304828148
146083_B_D01	146083	N-Acetyl-L-Glutamic_Acid	0.184023690112675	2279.50060521638
146083_B_D02	146083	N-Phthaloyl-L-Glutamic_Acid	0.239200908754233	2469.35932632506
146083_B_D03	146083	L-Pyroglutamic_Acid	0.347256128302724	3567.50048562868
146083_B_D04	146083	Hydroxylamine	0.381908439987405	4478.0926209666
146083_B_D05	146083	Methylamine	0.361838148312797	3712.33578903013
146083_B_D06	146083	N-Amylamine	0.378292705516298	3783.98268773046
146083_B_D07	146083	N-Butylamine	0.376645225489955	3949.51967140585
146083_B_D08	146083	Ethylamine	0.383024881721728	4595.89642827459
146083_B_D09	146083	Ethanolamine	0.371283379361331	4586.45895537373
146083_B_D10	146083	Ethylenediamine	0.23116172725683	3298.63467967556
146083_B_D11	146083	Putrescine	0.275369280263745	2982.74041916596
146083_B_D12	146083	Agmatine	0.177338357015153	2013.01803761211
146083_B_E01	146083	Histamine	0.160302623837142	2435.40156443349
146083_B_E02	146083	ß-Phenylethyl-amine	0.219901003183277	2244.66209893072
146083_B_E03	146083	Tyramine	0.357265163516747	3541.63114159157
146083_B_E04	146083	Acetamide	0.356812514499284	4571.00564450171
146083_B_E05	146083	Formamide	0.362708426480131	4957.30165511036
146083_B_E06	146083	Glucuronamide	0.352358947747979	4946.25366974572
146083_B_E07	146083	D,L-Lactamide	0.363826567971738	5101.4544036502
146083_B_E08	146083	D-Glucosamine	0.392360171735425	5092.11324028308
146083_B_E09	146083	D-Galactosamine	0.389913238961354	5344.15443839988
146083_B_E10	146083	D-Mannosamine	0.404206468333067	5649.78816098224
146083_B_E11	146083	N-Acetyl-D-Glucosamine	0.366828522938008	4040.2352540787
146083_B_E12	146083	N-Acetyl-D-Galactosamine	0.159811882606473	2027.85561527246
146083_B_F01	146083	N-Acetyl-D-Mannosamine	0.27047843294873	2393.54644770396
146083_B_F02	146083	Adenine	0.16079591898744	1965.83559412352
146083_B_F03	146083	Adenosine	0.213374859527171	2528.32487924264
146083_B_F04	146083	Cytidine	0.325641453748229	4361.34184280118
146083_B_F05	146083	Cytosine	0.309446541561355	3451.93042987207
146083_B_F06	146083	Guanine	0.299042260747808	1911.83642792818
146083_B_F07	146083	Guanosine	0.197473242452697	1289.70520988426
146083_B_F08	146083	Thymine	0.352358083347904	4187.96750366103
146083_B_F09	146083	Thymidine	0.29560299602209	3610.52075068127
146083_B_F10	146083	Uracil	0.385737727189525	3586.02919698648
146083_B_F11	146083	Uridine	0.309504866048275	2660.36726363731
146083_B_F12	146083	Inosine	0.236941661760467	3065.09162297038
146083_B_G01	146083	Xanthine	0.493108488973582	2623.06340747085
146083_B_G02	146083	Xanthosine	0.205786164733662	3201.28229635756
146083_B_G03	146083	Uric_Acid	0.365533016500368	3574.66695423691
146083_B_G04	146083	Alloxan	0.286076089811848	3661.44460447741
146083_B_G05	146083	Allantoin	0.39276101526495	4235.82744349339
146083_B_G06	146083	Parabanic_Acid	0.394738120358665	3684.86106495965
146083_B_G07	146083	D,L-α-Amino-N-Butyric_Acid	0.300736634812407	4153.13041790757
146083_B_G08	146083	γ-Amino-N-Butyric_Acid	0.23635806360591	2815.63444102663
146083_B_G09	146083	ε-Amino-N-Caproic_Acid	0.226908392595357	2715.88304744847
146083_B_G10	146083	D,L-α-Amino-Caprylic_Acid	0.0440220045674845	946.551144047083
146083_B_G11	146083	δ-Amino-N-Valeric_Acid	0.153277410366411	2150.72596751842
146083_B_G12	146083	α-Amino-N-Valeric_Acid	0.209947299560828	1618.5710138984
146083_B_H01	146083	Ala-Asp	0.296853746293666	2072.57033769261
146083_B_H02	146083	Ala-Gln	0.286424033858433	2553.82749199411
146083_B_H03	146083	Ala-Glu	0.209883892939985	3803.65214558978
146083_B_H04	146083	Ala-Gly	0.41795810711974	3039.47403702719
146083_B_H05	146083	Ala-His	0.234654513491596	2084.63598188501
146083_B_H06	146083	Ala-Leu	0.140729291730038	1625.59492594683
146083_B_H07	146083	Ala-Thr	0.397110925365197	3113.55316031426
146083_B_H08	146083	Gly-Asn	0.867956928803368	5173.56829784169
146083_B_H09	146083	Gly-Gln	0.578064726782989	5416.16159036636
146083_B_H10	146083	Gly-Glu	0.599801774430655	5868.78351798396
146083_B_H11	146083	Gly-Me	0.515190488045111	4309.46680759448
146083_B_H12	146083	Met-Ala	0.162287371993621	2005.18522430671
146083_C_A01	146083	Negative_Control	0.260028468745773	2687.91218505976
146083_C_A02	146083	Ammonia	0.419258587815312	3076.16655207109
146083_C_A03	146083	Nitrite	0.213309922674615	2387.21072515426
146083_C_A04	146083	Nitrate	0.261821500537774	2330.54776044142
146083_C_A05	146083	Urea	0.246639275912766	2500.39511307869
146083_C_A06	146083	Biure	0.32066249203962	1900.69437816247
146083_C_A07	146083	L-Alanine	0.192386639447861	2366.51818576655
146083_C_A08	146083	L-Arginine	0.244912155018408	2594.53244234532
146083_C_A09	146083	L-Asparagine	0.272967732644505	3412.82585678562
146083_C_A10	146083	L-Aspartic_Acid	0.248605742762981	3101.94770752299
146083_C_A11	146083	L-Cysteine	0.163966594328399	4245.10835686518
146083_C_A12	146083	L-Glutamic_Acid	0.223015389439941	4017.129437078
146083_C_B01	146083	L-Glutamine	0.322373509252599	3157.29495477791
146083_C_B02	146083	Glycine	0.47332001132943	5015.53386690388
146083_C_B03	146083	L-Histidine	0.393025603318968	3267.99729915289
146083_C_B04	146083	L-Isoleucine	0.163984846481758	1712.700565179
146083_C_B05	146083	L-Leucine	0.341838675529267	3410.47018414445
146083_C_B06	146083	L-Lysine	0.331532221204502	3313.96642775472
146083_C_B07	146083	L-Methionine	0.302657910167315	3195.53485572997
146083_C_B08	146083	L-Phenylalanine	0.349671024900932	4326.90409766908
146083_C_B09	146083	L-Proline	0.361143680295925	3625.55801856385
146083_C_B10	146083	L-Serine	0.298789789077858	3452.12655204484
146083_C_B11	146083	L-Threonine	0.364324512508841	4490.97188962471
146083_C_B12	146083	L-Tryptophan	0.205452247557017	2855.41465041673
146083_C_C01	146083	L-Tyrosine	0.258563611608185	1992.42684998421
146083_C_C02	146083	L-Valine	0.395875052721054	3672.81740152876
146083_C_C03	146083	D-Alanine	0.279477027327045	2978.09778211984
146083_C_C04	146083	D-Asparagine	0.37633739768764	3818.35074321138
146083_C_C05	146083	D-Aspartic_Acid	0.312081281952048	3447.47786592289
146083_C_C06	146083	D-Glutamic_Acid	0.285720308754615	4439.68290110738
146083_C_C07	146083	D-Lysine	0.284716225288154	2938.49154989664
146083_C_C08	146083	D-Serine	0.334793072224368	3736.71572870716
146083_C_C09	146083	D-Valine	0.308639481148642	5276.85282844387
146083_C_C10	146083	L-Citrulline	0.401929351948156	4241.9109401331
146083_C_C11	146083	L-Homoserine	0.236210922110026	2826.22617649881
146083_C_C12	146083	L-Ornithine	0.198605131571079	2982.30084453227
146083_C_D01	146083	N-Acetyl-L-Glutamic_Acid	0.235707011817675	2392.77334571665
146083_C_D02	146083	N-Phthaloyl-L-Glutamic_Acid	0.411547962593479	3127.39105049928
146083_C_D03	146083	L-Pyroglutamic_Acid	0.339644621583737	4287.14999084296
146083_C_D04	146083	Hydroxylamine	0.388111318980319	4668.38369261411
146083_C_D05	146083	Methylamine	0.358036387402537	4425.4666109443
146083_C_D06	146083	N-Amylamine	0.337556860430855	4676.88850023242
146083_C_D07	146083	N-Butylamine	0.369175704547508	4897.94284492375
146083_C_D08	146083	Ethylamine	0.369404496569856	5043.22946197818
146083_C_D09	146083	Ethanolamine	0.363080879369613	5115.19649202689
146083_C_D10	146083	Ethylenediamine	0.360967989689483	4141.18150729623
146083_C_D11	146083	Putrescine	0.370039792855357	4078.70893768982
146083_C_D12	146083	Agmatine	0.236617093742322	3094.78530404686
146083_C_E01	146083	Histamine	0.227659691011946	2749.05481957746
146083_C_E02	146083	ß-Phenylethyl-amine	0.394405534863261	2897.27481343257
146083_C_E03	146083	Tyramine	0.390607440519325	3673.98858206602
146083_C_E04	146083	Acetamide	0.391623278387299	4568.39923408125
146083_C_E05	146083	Formamide	0.361999913999238	5033.94625704236
146083_C_E06	146083	Glucuronamide	0.331703999384302	5441.95344081148
146083_C_E07	146083	D,L-Lactamide	0.344916165477869	5475.3320566025
146083_C_E08	146083	D-Glucosamine	0.377847361755795	5448.09835046978
146083_C_E09	146083	D-Galactosamine	0.404014212610625	5751.7635172156
146083_C_E10	146083	D-Mannosamine	0.434393163226406	6034.19748331435
146083_C_E11	146083	N-Acetyl-D-Glucosamine	0.227684141666413	1382.45992192109
146083_C_E12	146083	N-Acetyl-D-Galactosamine	0.226624096292145	2585.54810068546
146083_C_F01	146083	N-Acetyl-D-Mannosamine	0.298613819758581	2355.19373335908
146083_C_F02	146083	Adenine	0.309448387121446	2435.0890100235
146083_C_F03	146083	Adenosine	0.312904269936065	3191.03261633635
146083_C_F04	146083	Cytidine	0.337619182445495	4456.56023286574
146083_C_F05	146083	Cytosine	0.397952872131248	4580.9695954159
146083_C_F06	146083	Guanine	0.15873515079057	1291.11427744128
146083_C_F07	146083	Guanosine	0.201314648105408	1697.84969520829
146083_C_F08	146083	Thymine	0.37121648576071	4898.38414563103
146083_C_F09	146083	Thymidine	0.329513951852422	4712.8925373346
146083_C_F10	146083	Uracil	0.388082739589798	4761.04533411211
146083_C_F11	146083	Uridine	0.348687695067289	5213.78820287615
146083_C_F12	146083	Inosine	0.258454241883253	3898.11544619598
146083_C_G01	146083	Xanthine	0.429935645684391	3134.27531043855
146083_C_G02	146083	Xanthosine	0.368470490258279	3949.70902280007
146083_C_G03	146083	Uric_Acid	0.437315299708561	3584.99623001883
146083_C_G04	146083	Alloxan	0.314718352309942	3916.13136490655
146083_C_G05	146083	Allantoin	0.458429810905929	4580.29987919822
146083_C_G06	146083	Parabanic_Acid	0.453101580069423	3665.10207267013
146083_C_G07	146083	D,L-α-Amino-N-Butyric_Acid	0.358539319247164	3871.65839040927
146083_C_G08	146083	γ-Amino-N-Butyric_Acid	0.39683593046516	3274.05852171858
146083_C_G09	146083	ε-Amino-N-Caproic_Acid	0.376821232392435	3021.00728576203
146083_C_G10	146083	D,L-α-Amino-Caprylic_Acid	0.114257123098193	1276.05878168307
146083_C_G11	146083	δ-Amino-N-Valeric_Acid	0.276555261502011	2597.01641205862
146083_C_G12	146083	α-Amino-N-Valeric_Acid	0.227114763007399	2013.70537727264
146083_C_H01	146083	Ala-Asp	0.266040148626368	2367.68035321486
146083_C_H02	146083	Ala-Gln	0.273341489104754	2544.7902984255
146083_C_H03	146083	Ala-Glu	0.188606315380081	3820.51568572266
146083_C_H04	146083	Ala-Gly	0.412403848736833	3193.82231029107
146083_C_H05	146083	Ala-His	0.255077766419415	2424.0617013131
146083_C_H06	146083	Ala-Leu	0.18856351983455	2028.18638041794
146083_C_H07	146083	Ala-Thr	0.369348474206122	3044.15844926523
146083_C_H08	146083	Gly-Asn	0.514768985219263	5058.181315808
146083_C_H09	146083	Gly-Gln	0.436189686411202	5585.93199322683
146083_C_H10	146083	Gly-Glu	0.568121706188515	6661.46488460705
146083_C_H11	146083	Gly-Me	0.436841508463792	4271.76263995043
146083_C_H12	146083	Met-Ala	0.209788775482086	2997.64598073423
58870_A_A01	58870	Negative_Control	0.259443765550611	5048.96200665482
58870_A_A02	58870	Ammonia	0.369276304431407	5866.98601328683
58870_A_A03	58870	Nitrite	0.195010414999366	3520.7197269864
58870_A_A04	58870	Nitrate	0.236165329691471	4911.69447906582
58870_A_A05	58870	Urea	0.623036949365358	7432.62511605218
58870_A_A06	58870	Biure	0.253609783775721	4819.62889789767
58870_A_A07	58870	L-Alanine	0.192832009466083	4157.15760591995
58870_A_A08	58870	L-Arginine	0.18021130029018	4304.29753681874
58870_A_A09	58870	L-Asparagine	0.427787572366679	6452.79780405593
58870_A_A10	58870	L-Aspartic_Acid	0.236858977115991	5374.45798956673
58870_A_A11	58870	L-Cysteine	0.145285614810602	4604.99959188931
58870_A_A12	58870	L-Glutamic_Acid	0.40743037584175	5689.34703007123
58870_A_B01	58870	L-Glutamine	0.609841231898808	6406.83785945137
58870_A_B02	58870	Glycine	0.532218539150672	6854.57319532966
58870_A_B03	58870	L-Histidine	0.312500457320813	4826.22663053292
58870_A_B04	58870	L-Isoleucine	0.120060619908017	2718.39269966207
58870_A_B05	58870	L-Leucine	0.235787058074479	5312.50917321745
58870_A_B06	58870	L-Lysine	0.255428800597821	5757.31383582904
58870_A_B07	58870	L-Methionine	0.292082292570776	6087.58057425118
58870_A_B08	58870	L-Phenylalanine	0.33687158161559	6126.95665852691
58870_A_B09	58870	L-Proline	0.316370999513342	5497.1887529581
58870_A_B10	58870	L-Serine	0.322023155863639	6249.58804714603
58870_A_B11	58870	L-Threonine	0.482846342007695	6831.0425632551
58870_A_B12	58870	L-Tryptophan	0.177768882495284	4170.53793252225
58870_A_C01	58870	L-Tyrosine	0.161332114425554	3078.98966587003
58870_A_C02	58870	L-Valine	0.306999203993744	5274.7465658443
58870_A_C03	58870	D-Alanine	0.278271674737765	5148.87107367297
58870_A_C04	58870	D-Asparagine	0.333965054339583	5896.01487109587
58870_A_C05	58870	D-Aspartic_Acid	0.273566599017772	5204.14304704077
58870_A_C06	58870	D-Glutamic_Acid	0.240164789740288	5956.62594382595
58870_A_C07	58870	D-Lysine	0.282908221801256	6636.06295170527
58870_A_C08	58870	D-Serine	0.287492271809027	5574.62184611533
58870_A_C09	58870	D-Valine	0.28695777698301	6845.67898396725
58870_A_C10	58870	L-Citrulline	0.34709352691758	5793.89209301867
58870_A_C11	58870	L-Homoserine	0.253206450588785	4884.53303081932
58870_A_C12	58870	L-Ornithine	0.230982410644503	4908.21892585314
58870_A_D01	58870	N-Acetyl-L-Glutamic_Acid	0.250003201986457	4083.35236292814
58870_A_D02	58870	N-Phthaloyl-L-Glutamic_Acid	0.352124810307676	5345.74662198739
58870_A_D03	58870	L-Pyroglutamic_Acid	0.329625289022437	5716.24426820499
58870_A_D04	58870	Hydroxylamine	0.428811659438876	6139.56960877774
58870_A_D05	58870	Methylamine	0.289341289391818	6160.05169175988
58870_A_D06	58870	N-Amylamine	0.316582966722512	6812.92126745311
58870_A_D07	58870	N-Butylamine	0.345561906529752	6862.03877668098
58870_A_D08	58870	Ethylamine	0.370452626267636	7053.60428016371
58870_A_D09	58870	Ethanolamine	0.414247103775736	7322.68805719374
58870_A_D10	58870	Ethylenediamine	0.319862690775547	6168.52647845255
58870_A_D11	58870	Putrescine	0.344241962086623	5903.71118691959
58870_A_D12	58870	Agmatine	0.381580662724524	4183.63219388669
58870_A_E01	58870	Histamine	0.155861657345316	3060.18837211682
58870_A_E02	58870	ß-Phenylethyl-amine	0.394674955350033	4517.48383711675
58870_A_E03	58870	Tyramine	0.337674054108102	5603.22028055343
58870_A_E04	58870	Acetamide	0.398976379791975	6931.14965393605
58870_A_E05	58870	Formamide	0.405713715482869	7571.22924878073
58870_A_E06	58870	Glucuronamide	0.381470606905128	8094.7518674332
58870_A_E07	58870	D,L-Lactamide	0.48461556340658	8178.4609290099
58870_A_E08	58870	D-Glucosamine	0.388009073700833	7986.23813793749
58870_A_E09	58870	D-Galactosamine	0.460405552294314	8327.8796532501
58870_A_E10	58870	D-Mannosamine	0.511454724263686	9023.21054039764
58870_A_E11	58870	N-Acetyl-D-Glucosamine	0.338435076207938	6520.03134842446
58870_A_E12	58870	N-Acetyl-D-Galactosamine	0.201108966646267	4181.04316280128
58870_A_F01	58870	N-Acetyl-D-Mannosamine	0.263578158638664	4814.00685028366
58870_A_F02	58870	Adenine	0.259553944393845	3648.91276711419
58870_A_F03	58870	Adenosine	0.188070327468375	4142.70189204636
58870_A_F04	58870	Cytidine	0.286971502625781	6458.36867042842
58870_A_F05	58870	Cytosine	0.322498568131777	6503.45493648871
58870_A_F06	58870	Guanine	0.234116658659832	4210.49257342111
58870_A_F07	58870	Guanosine	0.314915701614988	1731.00886827319
58870_A_F08	58870	Thymine	0.322323088428667	6819.88362122605
58870_A_F09	58870	Thymidine	0.258467374456707	6275.63712218244
58870_A_F10	58870	Uracil	0.366879670607451	6545.06709026275
58870_A_F11	58870	Uridine	0.31329898192389	5773.61052845804
58870_A_F12	58870	Inosine	0.156163686951721	3808.13829975356
58870_A_G01	58870	Xanthine	0.42831128230673	4053.81751256575
58870_A_G02	58870	Xanthosine	0.261040935002974	4801.34507878786
58870_A_G03	58870	Uric_Acid	0.338727221930736	6240.72870960035
58870_A_G04	58870	Alloxan	0.333053302614184	5762.97604913783
58870_A_G05	58870	Allantoin	0.378737417849243	6912.42508093486
58870_A_G06	58870	Parabanic_Acid	0.335183801439696	6303.9964628448
58870_A_G07	58870	D,L-α-Amino-N-Butyric_Acid	0.465382090031105	6993.22035457764
58870_A_G08	58870	γ-Amino-N-Butyric_Acid	0.277875783701634	5110.76174696047
58870_A_G09	58870	ε-Amino-N-Caproic_Acid	0.257076613573568	5141.54425886679
58870_A_G10	58870	D,L-α-Amino-Caprylic_Acid	0.628734022288071	4270.36079184358
58870_A_G11	58870	δ-Amino-N-Valeric_Acid	0.248292301162693	4242.57240905634
58870_A_G12	58870	α-Amino-N-Valeric_Acid	0.182480789372896	3637.93051958942
58870_A_H01	58870	Ala-Asp	0.248969194065465	4948.12019513
58870_A_H02	58870	Ala-Gln	0.272271506500579	5547.94622561538
58870_A_H03	58870	Ala-Glu	0.261746806479808	6854.88549550471
58870_A_H04	58870	Ala-Gly	0.50882912041931	5551.01458010547
58870_A_H05	58870	Ala-His	0.195452636522862	3598.87606557655
58870_A_H06	58870	Ala-Leu	0.191431346141777	3538.53157498881
58870_A_H07	58870	Ala-Thr	0.356683774960554	4945.55848837518
58870_A_H08	58870	Gly-Asn	0.803464291430792	6985.9501284341
58870_A_H09	58870	Gly-Gln	0.758156526171229	6944.62248268141
58870_A_H10	58870	Gly-Glu	0.579211923904856	7980.37773507234
58870_A_H11	58870	Gly-Me	0.393100376615029	4827.46764241935
58870_A_H12	58870	Met-Ala	0.172914142808444	4032.20364253391
58870_B_A01	58870	Negative_Control	0.294432904868608	4630.92000639667
58870_B_A02	58870	Ammonia	0.443818871540395	5921.90949156774
58870_B_A03	58870	Nitrite	0.179335478713529	2907.8976452594
58870_B_A04	58870	Nitrate	0.268010650846402	4496.49392476144
58870_B_A05	58870	Urea	0.630578761491332	6253.77948092801
58870_B_A06	58870	Biure	0.274494992679021	3717.37675894244
58870_B_A07	58870	L-Alanine	0.206940894495494	2885.28132444996
58870_B_A08	58870	L-Arginine	0.184063700066069	3547.33478116721
58870_B_A09	58870	L-Asparagine	0.525366999363979	6101.89872460574
58870_B_A10	58870	L-Aspartic_Acid	0.50137996625856	1875.5366841323
58870_B_A11	58870	L-Cysteine	0.190107700531092	4134.08793778388
58870_B_A12	58870	L-Glutamic_Acid	0.491192158286727	5701.77311155468
58870_B_B01	58870	L-Glutamine	0.567553367557198	6804.33123144645
58870_B_B02	58870	Glycine	0.630364469430702	7127.44686549107
58870_B_B03	58870	L-Histidine	0.345310997272301	4466.40197044269
58870_B_B04	58870	L-Isoleucine	0.103651793678351	2416.42745662827
58870_B_B05	58870	L-Leucine	0.216336251195433	5013.87796969271
58870_B_B06	58870	L-Lysine	0.238448627826816	4024.81600999313
58870_B_B07	58870	L-Methionine	0.355492396833714	5698.90940276435
58870_B_B08	58870	L-Phenylalanine	0.365099331637615	1549.06197643155
58870_B_B09	58870	L-Proline	0.269502059969798	5310.85215975175
58870_B_B10	58870	L-Serine	0.40805431239687	6166.58299533878
58870_B_B11	58870	L-Threonine	0.533186400199596	7755.14128770105
58870_B_B12	58870	L-Tryptophan	0.20385971095786	3538.14323022765
58870_B_C01	58870	L-Tyrosine	0.148318353129911	2793.89914247392
58870_B_C02	58870	L-Valine	0.316858186624465	5696.27168188953
58870_B_C03	58870	D-Alanine	0.268865124814593	4868.24872449516
58870_B_C04	58870	D-Asparagine	0.341173360552881	5793.59614720696
58870_B_C05	58870	D-Aspartic_Acid	0.282746657544435	5200.12947125352
58870_B_C06	58870	D-Glutamic_Acid	0.237622621304468	5780.82185219475
58870_B_C07	58870	D-Lysine	0.295702531811335	6243.37640289295
58870_B_C08	58870	D-Serine	0.30536720462703	5945.26018805836
58870_B_C09	58870	D-Valine	0.324120037990063	6776.62989418467
58870_B_C10	58870	L-Citrulline	0.324823599322792	5834.69146855413
58870_B_C11	58870	L-Homoserine	0.29040208943272	5070.85063964503
58870_B_C12	58870	L-Ornithine	0.316677110773173	3266.85784252659
58870_B_D01	58870	N-Acetyl-L-Glutamic_Acid	0.25161872241778	3725.72664394051
58870_B_D02	58870	N-Phthaloyl-L-Glutamic_Acid	0.322129059465561	5264.26034792186
58870_B_D03	58870	L-Pyroglutamic_Acid	0.330604986402832	5653.87340580124
58870_B_D04	58870	Hydroxylamine	0.444098541592747	5568.59219470503
58870_B_D05	58870	Methylamine	0.31192065658449	5774.74712495591
58870_B_D06	58870	N-Amylamine	0.337479730303336	5838.65462053654
58870_B_D07	58870	N-Butylamine	0.352612401669653	6642.84938581791
58870_B_D08	58870	Ethylamine	0.36588873851052	6368.78693756676
58870_B_D09	58870	Ethanolamine	0.363668539785207	6544.92683202572
58870_B_D10	58870	Ethylenediamine	0.29153684089834	5430.80593829678
58870_B_D11	58870	Putrescine	0.366502054138124	5868.94346589679
58870_B_D12	58870	Agmatine	0.517565901727792	2966.71031181063
58870_B_E01	58870	Histamine	0.145841945956635	2816.03536083733
58870_B_E02	58870	ß-Phenylethyl-amine	0.384987091304261	4731.74480521385
58870_B_E03	58870	Tyramine	0.361553769093756	5488.61766383038
58870_B_E04	58870	Acetamide	0.414853308531059	6722.51092899076
58870_B_E05	58870	Formamide	0.438930208337035	7275.15298702139
58870_B_E06	58870	Glucuronamide	0.39607546380657	7485.9883170029
58870_B_E07	58870	D,L-Lactamide	0.479481647552185	7910.32977453837
58870_B_E08	58870	D-Glucosamine	0.417965060848367	7505.64609081895
58870_B_E09	58870	D-Galactosamine	0.495918822483337	7862.96446046321
58870_B_E10	58870	D-Mannosamine	0.49110551368436	8590.00570863614
58870_B_E11	58870	N-Acetyl-D-Glucosamine	0.347908877072371	6103.1398527053
58870_B_E12	58870	N-Acetyl-D-Galactosamine	0.213641070165723	3807.69251635221
58870_B_F01	58870	N-Acetyl-D-Mannosamine	0.26688024563577	4887.60267326096
58870_B_F02	58870	Adenine	0.264824780251015	3452.68004412134
58870_B_F03	58870	Adenosine	0.166261459506659	3409.15905183015
58870_B_F04	58870	Cytidine	0.319458128124084	6640.39105232643
58870_B_F05	58870	Cytosine	0.331265713391391	6223.5457012725
58870_B_F06	58870	Guanine	0.293037429666272	3214.8621616892
58870_B_F07	58870	Guanosine	0.276968502792671	1710.72851181373
58870_B_F08	58870	Thymine	0.344153007204266	6319.6984946332
58870_B_F09	58870	Thymidine	0.291638671066929	5754.45845842438
58870_B_F10	58870	Uracil	0.376449898199271	5873.65086850407
58870_B_F11	58870	Uridine	0.329408939758	4924.15989648236
58870_B_F12	58870	Inosine	0.179664989033202	3487.17763104353
58870_B_G01	58870	Xanthine	0.776637431058476	1988.67883244247
58870_B_G02	58870	Xanthosine	0.263442185118799	4671.89475891549
58870_B_G03	58870	Uric_Acid	0.335136949881356	6091.80551683101
58870_B_G04	58870	Alloxan	0.318399987006575	5787.50772270982
58870_B_G05	58870	Allantoin	0.352607357962605	6785.32059702841
58870_B_G06	58870	Parabanic_Acid	0.320015404771587	6478.17472008185
58870_B_G07	58870	D,L-α-Amino-N-Butyric_Acid	0.475045904229489	6860.37397980707
58870_B_G08	58870	γ-Amino-N-Butyric_Acid	0.256434016325101	5124.7318805877
58870_B_G09	58870	ε-Amino-N-Caproic_Acid	0.239244242430071	4943.44409732258
58870_B_G10	58870	D,L-α-Amino-Caprylic_Acid	0.737567342381314	3532.43442710068
58870_B_G11	58870	δ-Amino-N-Valeric_Acid	0.215133178805323	3374.2041605515
58870_B_G12	58870	α-Amino-N-Valeric_Acid	0.211157587639295	3018.10937420442
58870_B_H01	58870	Ala-Asp	0.266737462666166	5094.00718419787
58870_B_H02	58870	Ala-Gln	0.278797514599988	5997.94251159468
58870_B_H03	58870	Ala-Glu	0.314589985035477	6731.40272051245
58870_B_H04	58870	Ala-Gly	0.529664283123763	5366.19437870397
58870_B_H05	58870	Ala-His	0.198913695248376	3262.53065141458
58870_B_H06	58870	Ala-Leu	0.192883436470114	2988.07280710151
58870_B_H07	58870	Ala-Thr	0.48606157434193	5010.85922387898
58870_B_H08	58870	Gly-Asn	0.922550166612294	7033.16583281486
58870_B_H09	58870	Gly-Gln	0.845895233502	7029.62295098929
58870_B_H10	58870	Gly-Glu	0.703159052455435	7641.33394901116
58870_B_H11	58870	Gly-Me	0.520164550216517	4655.75633636588
58870_B_H12	58870	Met-Ala	0.198559111111952	3176.3317015235
58870_C_A01	58870	Negative_Control	0.191308892143239	4622.21186074019
58870_C_A02	58870	Ammonia	0.427769891965681	6015.66181302698
58870_C_A03	58870	Nitrite	0.187889079206333	3633.9313427606
58870_C_A04	58870	Nitrate	0.26676340412287	5137.40197848755
58870_C_A05	58870	Urea	0.664384853239055	7449.59951942647
58870_C_A06	58870	Biure	0.264738952772346	4611.73468310938
58870_C_A07	58870	L-Alanine	0.175976095650908	3816.10342282049
58870_C_A08	58870	L-Arginine	0.172708675359082	4341.16287236172
58870_C_A09	58870	L-Asparagine	0.461609800407935	6737.25284910939
58870_C_A10	58870	L-Aspartic_Acid	0.263255735245179	5646.90301001285
58870_C_A11	58870	L-Cysteine	0.158836149389723	4547.21086458871
58870_C_A12	58870	L-Glutamic_Acid	0.377662873537293	5684.48385038995
58870_C_B01	58870	L-Glutamine	0.523391380430714	6600.4545683922
58870_C_B02	58870	Glycine	0.516408049728268	7130.99415754817
58870_C_B03	58870	L-Histidine	0.312030729670623	4682.65268681555
58870_C_B04	58870	L-Isoleucine	0.120721454748612	2416.8962185009
58870_C_B05	58870	L-Leucine	0.243099447195976	5499.47753771387
58870_C_B06	58870	L-Lysine	0.256106461284574	5866.80798619776
58870_C_B07	58870	L-Methionine	0.295059929885642	6225.87335423923
58870_C_B08	58870	L-Phenylalanine	0.341572381163325	6518.86525285562
58870_C_B09	58870	L-Proline	0.286431996892016	5764.40927513967
58870_C_B10	58870	L-Serine	0.310673943628705	6419.01703382724
58870_C_B11	58870	L-Threonine	0.557183079406331	7293.48091142092
58870_C_B12	58870	L-Tryptophan	0.186556727416793	3913.3336696104
58870_C_C01	58870	L-Tyrosine	0.14705165246429	2635.01102973767
58870_C_C02	58870	L-Valine	0.310759603986377	5704.05199731407
58870_C_C03	58870	D-Alanine	0.261569580331994	4944.68932709445
58870_C_C04	58870	D-Asparagine	0.32544088346508	5902.34142903253
58870_C_C05	58870	D-Aspartic_Acid	0.26027807259715	4998.28188254698
58870_C_C06	58870	D-Glutamic_Acid	0.229544871996659	5721.29463168737
58870_C_C07	58870	D-Lysine	0.28007099290947	6827.43605681644
58870_C_C08	58870	D-Serine	0.283744676550702	5693.70067607876
58870_C_C09	58870	D-Valine	0.288572316400359	6979.905628418
